# Parameter_Name,Categories(pipe)|<ALL>=universal
MEP_NOISE_LEVEL_DB,Mechanical Equipment|Air Terminals|Ducts|Duct Fittings|Duct Accessories|Flex Ducts|Pipes|Pipe Fittings|Pipe Accessories|Flex Pipes|Plumbing Fixtures|Electrical Equipment|Electrical Fixtures|Cable Trays|Conduits
MEP_NOMINAL_DIAMETER_MM,Mechanical Equipment|Air Terminals|Ducts|Duct Fittings|Duct Accessories|Flex Ducts|Pipes|Pipe Fittings|Pipe Accessories|Flex Pipes|Plumbing Fixtures|Electrical Equipment|Electrical Fixtures|Cable Trays|Conduits
MEP_PUMP_HEAD_M,Mechanical Equipment|Air Terminals|Ducts|Duct Fittings|Duct Accessories|Flex Ducts|Pipes|Pipe Fittings|Pipe Accessories|Flex Pipes|Plumbing Fixtures|Electrical Equipment|Electrical Fixtures|Cable Trays|Conduits
MEP_SYSTEM_ABBREVIATION_TXT,Mechanical Equipment|Air Terminals|Ducts|Duct Fittings|Duct Accessories|Flex Ducts|Pipes|Pipe Fittings|Pipe Accessories|Flex Pipes|Plumbing Fixtures|Electrical Equipment|Electrical Fixtures|Cable Trays|Conduits
MEP_SYSTEM_NAME_TXT,Mechanical Equipment|Air Terminals|Ducts|Duct Fittings|Duct Accessories|Flex Ducts|Pipes|Pipe Fittings|Pipe Accessories|Flex Pipes|Plumbing Fixtures|Electrical Equipment|Electrical Fixtures|Cable Trays|Conduits
MEP_TAG_7_PARA_ANCILLARY_TXT,Mechanical Equipment|Air Terminals|Ducts|Duct Fittings|Duct Accessories|Flex Ducts|Pipes|Pipe Fittings|Pipe Accessories|Flex Pipes|Plumbing Fixtures|Electrical Equipment|Electrical Fixtures|Cable Trays|Conduits
MEP_TAG_7_PARA_FAB_HANGERS_TXT,Mechanical Equipment|Air Terminals|Ducts|Duct Fittings|Duct Accessories|Flex Ducts|Pipes|Pipe Fittings|Pipe Accessories|Flex Pipes|Plumbing Fixtures|Electrical Equipment|Electrical Fixtures|Cable Trays|Conduits
MEP_TIE_POINT_ID_TXT,Mechanical Equipment|Air Terminals|Ducts|Duct Fittings|Duct Accessories|Flex Ducts|Pipes|Pipe Fittings|Pipe Accessories|Flex Pipes|Plumbing Fixtures|Electrical Equipment|Electrical Fixtures|Cable Trays|Conduits
MEP_TYPE_TXT,Mechanical Equipment|Air Terminals|Ducts|Duct Fittings|Duct Accessories|Flex Ducts|Pipes|Pipe Fittings|Pipe Accessories|Flex Pipes|Plumbing Fixtures|Electrical Equipment|Electrical Fixtures|Cable Trays|Conduits
MEP_UPSTREAM_ELEMENT_TXT,Mechanical Equipment|Air Terminals|Ducts|Duct Fittings|Duct Accessories|Flex Ducts|Pipes|Pipe Fittings|Pipe Accessories|Flex Pipes|Plumbing Fixtures|Electrical Equipment|Electrical Fixtures|Cable Trays|Conduits
MEP_WORKING_PRESSURE_PA,Mechanical Equipment|Air Terminals|Ducts|Duct Fittings|Duct Accessories|Flex Ducts|Pipes|Pipe Fittings|Pipe Accessories|Flex Pipes|Plumbing Fixtures|Electrical Equipment|Electrical Fixtures|Cable Trays|Conduits
MGS_AAP_REF_TXT,Specialty Equipment|Mechanical Equipment|Plumbing Fixtures
MGS_DESIGN_FLOW_LPM_NR,Specialty Equipment|Mechanical Equipment|Plumbing Fixtures
MGS_DIVERSITY_PCT_NR,Specialty Equipment|Mechanical Equipment|Plumbing Fixtures
MGS_EQP_TAG,Specialty Equipment|Mechanical Equipment|Plumbing Fixtures
MGS_GAS_TYPE_TXT,Specialty Equipment|Mechanical Equipment|Plumbing Fixtures
MGS_NOM_PRESS_KPA_NR,Specialty Equipment|Mechanical Equipment|Plumbing Fixtures
MGS_OUTLET_ZONE_TXT,Specialty Equipment|Mechanical Equipment|Plumbing Fixtures
MGS_PIPE_BRAZED_BOOL,Specialty Equipment|Mechanical Equipment|Plumbing Fixtures
MGS_TAG_7_PARA_TXT,Specialty Equipment|Mechanical Equipment|Plumbing Fixtures
MGS_TU_BS5682_BOOL,Specialty Equipment|Mechanical Equipment|Plumbing Fixtures
MGS_TU_INDEXED_BOOL,Specialty Equipment|Mechanical Equipment|Plumbing Fixtures
MGS_VERIFY_BY_TXT,Specialty Equipment|Mechanical Equipment|Plumbing Fixtures
MGS_VERIFY_CERT_REF_TXT,Specialty Equipment|Mechanical Equipment|Plumbing Fixtures
MGS_VERIFY_DT,Specialty Equipment|Mechanical Equipment|Plumbing Fixtures
MGS_VERIFY_PASS_BOOL,Specialty Equipment|Mechanical Equipment|Plumbing Fixtures
MGS_WORKING_PRESSURE_KPA,Specialty Equipment|Mechanical Equipment|Plumbing Fixtures
MGS_ZVB_REF_TXT,Specialty Equipment|Mechanical Equipment|Plumbing Fixtures
MNT_ACCESS_REQUIREMENTS_TXT,<ALL>
MNT_CAL_LAST_DT,<ALL>
MNT_CAL_NEXT_DT,<ALL>
MNT_CONDITION_GRADE_TXT,<ALL>
MNT_CRITICALITY_RATING_TXT,<ALL>
MNT_DURATION_TXT,<ALL>
MNT_FREQUENCY_TXT,<ALL>
MNT_HGT_MM,<ALL>
MNT_LAST_INSPECTION_TXT,<ALL>
MNT_LAST_SERVICE_DATE_TXT,<ALL>
MNT_NEXT_SERVICE_DATE_TXT,<ALL>
MNT_REPLACEMENT_YEAR,<ALL>
MNT_SERVICE_INTERVAL_TXT,<ALL>
MNT_SERVICE_PROVIDER_TXT,<ALL>
MNT_SPARES_REQUIRED_TXT,<ALL>
MNT_SPARE_PARTS_TXT,<ALL>
MNT_TASK_DESC_TXT,<ALL>
MNT_TASK_NAME_TXT,<ALL>
MNT_TYPE_TXT,<ALL>
MNT_WARRANTY_EXPIRY_TXT,<ALL>
NCL_CALL_TYPE_TXT,Nurse Call Devices
NCL_DEV_TAG,Nurse Call Devices
NCL_DEV_TAG_01_TXT,Nurse Call Devices
NCL_DEV_TYPE_TXT,Nurse Call Devices
NCL_TAG_7_PARA_NURSECALL_TXT,Nurse Call Devices
NCL_TAG_7_PARA_TXT,Nurse Call Devices
NCL_ZONE_TXT,Nurse Call Devices
NRG_ANNUAL_COOL_KWH,<ALL>
NRG_ANNUAL_HEAT_KWH,<ALL>
NRG_COOLING_LOAD_W,<ALL>
NRG_HEATING_LOAD_W,<ALL>
NRG_LIFECYCLE_COST_NR,<ALL>
NRG_OPERATING_COST_YR,<ALL>
OS_CATEGORY_TXT,Generic Models
OS_CUT_WEIGHT_INT,Generic Models
OS_MATERIAL_TXT,Generic Models
OS_PATTERN_TXT,Generic Models
OS_PROJECTION_WEIGHT_INT,Generic Models
OS_SUBCATEGORY_TXT,Generic Models
PEN_BEAM_DEPTH_RATIO,Walls|Floors|Ceilings|Roofs|Generic Models
PEN_BEAM_OFFSET_PCT,Walls|Floors|Ceilings|Roofs|Generic Models
PEN_CERTIFICATION_TXT,Walls|Floors|Ceilings|Roofs|Generic Models
PEN_CONTROL_NUMBER_TXT,Walls|Floors|Ceilings|Roofs|Generic Models
PEN_FIRE_RATING_TXT,Walls|Floors|Ceilings|Roofs|Generic Models
PEN_HOST_REF_TXT,Walls|Floors|Ceilings|Roofs|Generic Models
PEN_HOST_TYPE_TXT,Walls|Floors|Ceilings|Roofs|Generic Models
PEN_INSPECTION_DATE,Walls|Floors|Ceilings|Roofs|Generic Models
PEN_INSPECTOR_TXT,Walls|Floors|Ceilings|Roofs|Generic Models
PEN_INSTALLER_TXT,Walls|Floors|Ceilings|Roofs|Generic Models
PEN_INSTALL_DATE,Walls|Floors|Ceilings|Roofs|Generic Models
PEN_INSTALL_STATUS_TXT,Walls|Floors|Ceilings|Roofs|Generic Models
PEN_MEMBER_ID_TXT,Walls|Floors|Ceilings|Roofs|Generic Models
PEN_OD_MM,Walls|Floors|Ceilings|Roofs|Generic Models
PEN_PFV_UUID_TXT,Walls|Floors|Ceilings|Roofs|Generic Models
PEN_SEALANT_TYPE_TXT,Walls|Floors|Ceilings|Roofs|Generic Models
PEN_STRUCTURAL_FLAG_TXT,Walls|Floors|Ceilings|Roofs|Generic Models
PER_ACOUSTICS_BACKGROUND_NOISE_DB,<ALL>
PER_ACOUSTICS_IIC_RATING_TXT,<ALL>
PER_ACOUSTICS_ISOLATION_REQ_BOOL,<ALL>
PER_ACOUSTICS_NRC_NR,<ALL>
PER_ACOUSTICS_REVERBERATION_TIME_SEC_NR,<ALL>
PER_ACOUSTICS_RT60_CALC_SEC,<ALL>
PER_ACOUSTICS_RT60_S,<ALL>
PER_ACOUSTICS_STC_RATING_TXT,<ALL>
PER_ACOUSTICS_TOTAL_ABSORPTION_M2,<ALL>
PER_ACOUSTICS_TREATMENT_TYPE_TXT,<ALL>
PER_ACOUSTIC_FLOOR_IIC,<ALL>
PER_ACOUSTIC_RATING_TXT,<ALL>
PER_ACOUSTIC_WALL_STC,<ALL>
PER_AIR_EXCHANGE_RATE_NR,<ALL>
PER_CARBON_FOOTPRINT_KG_NR,<ALL>
PER_CARBON_KG_CO2E,<ALL>
PER_COMBUSTIBLE_BOOL,<ALL>
PER_COMPARTMENT_BOOL,<ALL>
PER_CONDENSATION_RISK_BOOL,<ALL>
PER_EMBODIED_CARBON_KG_NR,<ALL>
PER_EMBODIED_ENERGY_MJ,<ALL>
PER_ENERGY_RATING_TXT,<ALL>
PER_ENVIRONMENTAL_ALTITUDE_M,<ALL>
PER_ENVIRONMENTAL_CLIMATE_ZONE_TXT,<ALL>
PER_ENVIRONMENTAL_CORROSION_PROT_TXT,<ALL>
PER_ENVIRONMENTAL_DUST_PROT_REQ_BOOL,<ALL>
PER_ENVIRONMENTAL_HUMIDITY_DESIGN_PCT,<ALL>
PER_ENVIRONMENTAL_RAINFALL_ANNUAL_MM,<ALL>
PER_ENVIRONMENTAL_TEMP_DESIGN_C,<ALL>
PER_ENVIRONMENTAL_TERMITE_PROT_BOOL,<ALL>
PER_EXPECTED_LIFE_YEARS,<ALL>
PER_FIRE_RATING_HR,<ALL>
PER_FIRE_RATING_MINS,<ALL>
PER_FRAME_MATERIAL_TXT,<ALL>
PER_HANDICAP_ACCESS_BOOL,<ALL>
PER_IS_EXTERNAL_BOOL,<ALL>
PER_LOAD_BEARING_BOOL,<ALL>
PER_PITCH_ANGLE_DEG,<ALL>
PER_RECYCLABILITY_PCT,<ALL>
PER_RECYCLED_CONTENT_PCT_NR,<ALL>
PER_REPLACEMENT_COST_UGX,<ALL>
PER_SECURITY_RATING_TXT,<ALL>
PER_SELF_CLOSING_BOOL,<ALL>
PER_SMOKE_STOP_BOOL,<ALL>
PER_SOLAR_GAIN_NR,<ALL>
PER_SURFACE_SPREAD_TXT,<ALL>
PER_SUST_ANNUAL_ENERGY_KWH,<ALL>
PER_SUST_ANNUAL_RAINFALL_MM,<ALL>
PER_SUST_AVG_REFLECTANCE_NR,<ALL>
PER_SUST_CARBON_FACTOR_KG_M2,<ALL>
PER_SUST_CARBON_FOOTPRINT_KG,<ALL>
PER_SUST_CARBON_PER_M2_KG,<ALL>
PER_SUST_DAYLIGHT_FACTOR_PCT,<ALL>
PER_SUST_EDGE_CONTRIB_TXT,<ALL>
PER_SUST_EMBODIED_CARBON_KG,<ALL>
PER_SUST_ENERGY_RATING_TXT,<ALL>
PER_SUST_ENERGY_USE_KWH_M2,<ALL>
PER_SUST_EPD_REF_TXT,<ALL>
PER_SUST_GLAZING_AREA_SQ_M,<ALL>
PER_SUST_GLAZING_RATIO_PCT,<ALL>
PER_SUST_LEED_CONTRIB_TXT,<ALL>
PER_SUST_NATURAL_VENT_AREA_SQ_M,<ALL>
PER_SUST_RECYCLABILITY_PCT,<ALL>
PER_SUST_RECYCLABLE_BOOL,<ALL>
PER_SUST_RECYCLED_CONTENT_PCT,<ALL>
PER_SUST_ROOF_AREA_SQ_M,<ALL>
PER_SUST_SOLAR_GAIN_W,<ALL>
PER_SUST_SPARE_01_TXT,<ALL>
PER_SUST_SPARE_02_TXT,<ALL>
PER_SUST_TRANSMITTANCE_NR,<ALL>
PER_SUST_WATER_HARVEST_L,<ALL>
PER_SUST_WATER_RATING_TXT,<ALL>
PER_SUST_WTR_RATING_NR,<ALL>
PER_TAG_7_PARA_ENVIRONMENT_TXT,<ALL>
PER_TAG_7_PARA_ENV_TXT,<ALL>
PER_THERM_CONDENSATION_RISK_TXT,<ALL>
PER_THERM_CONDUCTIVITY_W_MK,<ALL>
PER_THERM_DELTA_T_K,<ALL>
PER_THERM_HEAT_LOSS_W,<ALL>
PER_THERM_NATURAL_VENT_TXT,<ALL>
PER_THERM_PASSIVE_DESIGN_TXT,<ALL>
PER_THERM_R_VALUE_CALC_M2K_W,<ALL>
PER_THERM_R_VALUE_M2K_W,<ALL>
PER_THERM_SHADING_DEVICE_TXT,<ALL>
PER_THERM_SOLAR_ABSORPTANCE_NR,<ALL>
PER_THERM_SOLAR_HEAT_GAIN_W,<ALL>
PER_THERM_SOLAR_IRRADIANCE_W_M2,<ALL>
PER_THERM_THERMAL_MASS_KJ_M2K_KJ,<ALL>
PER_THERM_THICKNESS_MM,<ALL>
PER_THERM_U_VALUE_W_M2K,<ALL>
PER_U_VALUE_W_M2K,<ALL>
PER_VOC_EMISSIONS_UG_M3,<ALL>
PH_DESCRIPTION_TXT,<ALL>
PH_END_DATE_TXT,<ALL>
PH_NAME_TXT,<ALL>
PH_NUMBER_INT,<ALL>
PH_START_DATE_TXT,<ALL>
PH_STATUS_TXT,<ALL>
PLM_AAV_REQUIRED_BOOL,Pipes|Pipe Fittings|Pipe Accessories|Flex Pipes|Pipe Insulation|Plumbing Fixtures
PLM_ACC_CONNECTION_SZ_NR,Pipes|Pipe Fittings|Pipe Accessories|Flex Pipes|Pipe Insulation|Plumbing Fixtures
PLM_ACC_CONNECTION_TYPE_TXT,Pipes|Pipe Fittings|Pipe Accessories|Flex Pipes|Pipe Insulation|Plumbing Fixtures
PLM_ACC_SZ_DIMENSION_NR,Pipes|Pipe Fittings|Pipe Accessories|Flex Pipes|Pipe Insulation|Plumbing Fixtures
PLM_AUG_CARE_BOOL,Pipes|Pipe Fittings|Pipe Accessories|Flex Pipes|Pipe Insulation|Plumbing Fixtures
PLM_CALC_DN_MM,Pipes|Pipe Fittings|Pipe Accessories|Flex Pipes|Pipe Insulation|Plumbing Fixtures
PLM_CALC_SLOPE_PCT,Pipes|Pipe Fittings|Pipe Accessories|Flex Pipes|Pipe Insulation|Plumbing Fixtures
PLM_CAP_CU_M,Pipes|Pipe Fittings|Pipe Accessories|Flex Pipes|Pipe Insulation|Plumbing Fixtures
PLM_CONN_FROM_TAG,Pipes|Pipe Fittings|Pipe Accessories|Flex Pipes|Pipe Insulation|Plumbing Fixtures
PLM_CONN_TO_TAG,Pipes|Pipe Fittings|Pipe Accessories|Flex Pipes|Pipe Insulation|Plumbing Fixtures
PLM_CONN_TYPE_TXT,Pipes|Pipe Fittings|Pipe Accessories|Flex Pipes|Pipe Insulation|Plumbing Fixtures
PLM_DEAD_LEG_LENGTH_M,Pipes|Pipe Fittings|Pipe Accessories|Flex Pipes|Pipe Insulation|Plumbing Fixtures
PLM_DEAD_LEG_M_NR,Pipes|Pipe Fittings|Pipe Accessories|Flex Pipes|Pipe Insulation|Plumbing Fixtures
PLM_DEMAND_FLOW_LPS,Pipes|Pipe Fittings|Pipe Accessories|Flex Pipes|Pipe Insulation|Plumbing Fixtures
PLM_DFU_COUNT_INT,Pipes|Pipe Fittings|Pipe Accessories|Flex Pipes|Pipe Insulation|Plumbing Fixtures
PLM_DRN_ACCESS_POINTS_TXT,Pipes|Pipe Fittings|Pipe Accessories|Flex Pipes|Pipe Insulation|Plumbing Fixtures
PLM_DRN_BKWTR_VALVE_TXT,Pipes|Pipe Fittings|Pipe Accessories|Flex Pipes|Pipe Insulation|Plumbing Fixtures
PLM_DRN_BODY_MAT_TXT,Pipes|Pipe Fittings|Pipe Accessories|Flex Pipes|Pipe Insulation|Plumbing Fixtures
PLM_DRN_CLEANOUT_LOCS_TXT,Pipes|Pipe Fittings|Pipe Accessories|Flex Pipes|Pipe Insulation|Plumbing Fixtures
PLM_DRN_FILL_RATIO_NR,Pipes|Pipe Fittings|Pipe Accessories|Flex Pipes|Pipe Insulation|Plumbing Fixtures
PLM_DRN_FITTING_ACCESS_PROVISION_TXT,Pipes|Pipe Fittings|Pipe Accessories|Flex Pipes|Pipe Insulation|Plumbing Fixtures
PLM_DRN_FITTING_CONNECTION_TYPE_TXT,Pipes|Pipe Fittings|Pipe Accessories|Flex Pipes|Pipe Insulation|Plumbing Fixtures
PLM_DRN_FITTING_INLET_COUNT_NR,Pipes|Pipe Fittings|Pipe Accessories|Flex Pipes|Pipe Insulation|Plumbing Fixtures
PLM_DRN_FITTING_INST_DETAIL_NR,Pipes|Pipe Fittings|Pipe Accessories|Flex Pipes|Pipe Insulation|Plumbing Fixtures
PLM_DRN_FLW_RATE_LPS,Pipes|Pipe Fittings|Pipe Accessories|Flex Pipes|Pipe Insulation|Plumbing Fixtures
PLM_DRN_GRT_MAT_TXT,Pipes|Pipe Fittings|Pipe Accessories|Flex Pipes|Pipe Insulation|Plumbing Fixtures
PLM_DRN_GRT_TYPE_TXT,Pipes|Pipe Fittings|Pipe Accessories|Flex Pipes|Pipe Insulation|Plumbing Fixtures
PLM_DRN_PPE_LENGTH_M,Pipes|Pipe Fittings|Pipe Accessories|Flex Pipes|Pipe Insulation|Plumbing Fixtures
PLM_DRN_PPE_SLOPE_PCT,Pipes|Pipe Fittings|Pipe Accessories|Flex Pipes|Pipe Insulation|Plumbing Fixtures
PLM_DRN_SPARE_01_TXT,Pipes|Pipe Fittings|Pipe Accessories|Flex Pipes|Pipe Insulation|Plumbing Fixtures
PLM_DRN_SPARE_02_TXT,Pipes|Pipe Fittings|Pipe Accessories|Flex Pipes|Pipe Insulation|Plumbing Fixtures
PLM_DRN_TOP_TYPE_TXT,Pipes|Pipe Fittings|Pipe Accessories|Flex Pipes|Pipe Insulation|Plumbing Fixtures
PLM_DRN_TRAP_EFFECTIVE_SEAL_MM,Pipes|Pipe Fittings|Pipe Accessories|Flex Pipes|Pipe Insulation|Plumbing Fixtures
PLM_DRN_TRAP_SEAL_DEPTH_MM,Pipes|Pipe Fittings|Pipe Accessories|Flex Pipes|Pipe Insulation|Plumbing Fixtures
PLM_DRN_TRAP_TYPE_TXT,Pipes|Pipe Fittings|Pipe Accessories|Flex Pipes|Pipe Insulation|Plumbing Fixtures
PLM_DRN_VEL_MPS,Pipes|Pipe Fittings|Pipe Accessories|Flex Pipes|Pipe Insulation|Plumbing Fixtures
PLM_DRN_VNT_CONNECTION_TYPE_TXT,Pipes|Pipe Fittings|Pipe Accessories|Flex Pipes|Pipe Insulation|Plumbing Fixtures
PLM_DRN_VNT_MAT_TXT,Pipes|Pipe Fittings|Pipe Accessories|Flex Pipes|Pipe Insulation|Plumbing Fixtures
PLM_DRN_VNT_TERMINAL_HEIGHT_FT,Pipes|Pipe Fittings|Pipe Accessories|Flex Pipes|Pipe Insulation|Plumbing Fixtures
PLM_DRN_VNT_TERMINAL_LOC_TXT,Pipes|Pipe Fittings|Pipe Accessories|Flex Pipes|Pipe Insulation|Plumbing Fixtures
PLM_EQP_CAPACITY_L,Pipes|Pipe Fittings|Pipe Accessories|Flex Pipes|Pipe Insulation|Plumbing Fixtures
PLM_EQP_PRESSURE_KPA,Pipes|Pipe Fittings|Pipe Accessories|Flex Pipes|Pipe Insulation|Plumbing Fixtures
PLM_EQP_TAG,Pipes|Pipe Fittings|Pipe Accessories|Flex Pipes|Pipe Insulation|Plumbing Fixtures
PLM_EQP_TAG_01_TXT,Pipes|Pipe Fittings|Pipe Accessories|Flex Pipes|Pipe Insulation|Plumbing Fixtures
PLM_EQP_TAG_02_TXT,Pipes|Pipe Fittings|Pipe Accessories|Flex Pipes|Pipe Insulation|Plumbing Fixtures
PLM_EXJ_ANGULAR_MOVEMENT_DEG,Pipes|Pipe Fittings|Pipe Accessories|Flex Pipes|Pipe Insulation|Plumbing Fixtures
PLM_EXJ_AXIAL_MOVEMENT_MM,Pipes|Pipe Fittings|Pipe Accessories|Flex Pipes|Pipe Insulation|Plumbing Fixtures
PLM_EXJ_END_CONNECTION_TXT,Pipes|Pipe Fittings|Pipe Accessories|Flex Pipes|Pipe Insulation|Plumbing Fixtures
PLM_EXJ_LATERAL_MOVEMENT_MM,Pipes|Pipe Fittings|Pipe Accessories|Flex Pipes|Pipe Insulation|Plumbing Fixtures
PLM_EXJ_MOVEMENT_CAPABILITY_TXT,Pipes|Pipe Fittings|Pipe Accessories|Flex Pipes|Pipe Insulation|Plumbing Fixtures
PLM_EXJ_TEMP_RANGE_C,Pipes|Pipe Fittings|Pipe Accessories|Flex Pipes|Pipe Insulation|Plumbing Fixtures
PLM_EXP_JOINT_END_CONNECTION_TXT,Pipes|Pipe Fittings|Pipe Accessories|Flex Pipes|Pipe Insulation|Plumbing Fixtures
PLM_EXP_JOINT_MAT_TXT,Pipes|Pipe Fittings|Pipe Accessories|Flex Pipes|Pipe Insulation|Plumbing Fixtures
PLM_EXP_JOINT_PRESSURE_RATING_BAR,Pipes|Pipe Fittings|Pipe Accessories|Flex Pipes|Pipe Insulation|Plumbing Fixtures
PLM_FACADE_WTR_PENETRATION_RESIST_NR,Pipes|Pipe Fittings|Pipe Accessories|Flex Pipes|Pipe Insulation|Plumbing Fixtures
PLM_FIXTURE_LOAD_UNIT_NR,Pipes|Pipe Fittings|Pipe Accessories|Flex Pipes|Pipe Insulation|Plumbing Fixtures
PLM_FLOW_LS,Pipes|Pipe Fittings|Pipe Accessories|Flex Pipes|Pipe Insulation|Plumbing Fixtures
PLM_FLOW_RATE_LPS,Pipes|Pipe Fittings|Pipe Accessories|Flex Pipes|Pipe Insulation|Plumbing Fixtures
PLM_FLUID_CATEGORY_TXT,Pipes|Pipe Fittings|Pipe Accessories|Flex Pipes|Pipe Insulation|Plumbing Fixtures
PLM_FLUSH_LOG_REF_TXT,Pipes|Pipe Fittings|Pipe Accessories|Flex Pipes|Pipe Insulation|Plumbing Fixtures
PLM_FRICTION_LOSS_PA_M,Pipes|Pipe Fittings|Pipe Accessories|Flex Pipes|Pipe Insulation|Plumbing Fixtures
PLM_GASKET_THICKNESS_MM,Pipes|Pipe Fittings|Pipe Accessories|Flex Pipes|Pipe Insulation|Plumbing Fixtures
PLM_GSK_SZ_DIMENSION_TXT,Pipes|Pipe Fittings|Pipe Accessories|Flex Pipes|Pipe Insulation|Plumbing Fixtures
PLM_HED_M,Pipes|Pipe Fittings|Pipe Accessories|Flex Pipes|Pipe Insulation|Plumbing Fixtures
PLM_HOTWTR_FUEL_TYPE_TXT,Pipes|Pipe Fittings|Pipe Accessories|Flex Pipes|Pipe Insulation|Plumbing Fixtures
PLM_HOTWTR_HEATER_EFF_PCT,Pipes|Pipe Fittings|Pipe Accessories|Flex Pipes|Pipe Insulation|Plumbing Fixtures
PLM_HOTWTR_INPUT_PWR_KW,Pipes|Pipe Fittings|Pipe Accessories|Flex Pipes|Pipe Insulation|Plumbing Fixtures
PLM_HOTWTR_RECOVERY_RATE_GPH,Pipes|Pipe Fittings|Pipe Accessories|Flex Pipes|Pipe Insulation|Plumbing Fixtures
PLM_HOTWTR_STORAGE_CAP_GAL_NR,Pipes|Pipe Fittings|Pipe Accessories|Flex Pipes|Pipe Insulation|Plumbing Fixtures
PLM_HOTWTR_TEMP_C,Pipes|Pipe Fittings|Pipe Accessories|Flex Pipes|Pipe Insulation|Plumbing Fixtures
PLM_INSULATION_TXT,Pipes|Pipe Fittings|Pipe Accessories|Flex Pipes|Pipe Insulation|Plumbing Fixtures
PLM_INS_K_VALUE,Pipes|Pipe Fittings|Pipe Accessories|Flex Pipes|Pipe Insulation|Plumbing Fixtures
PLM_INS_SPECIFICATION_TXT,Pipes|Pipe Fittings|Pipe Accessories|Flex Pipes|Pipe Insulation|Plumbing Fixtures
PLM_INS_THICKNESS_MM,Pipes|Pipe Fittings|Pipe Accessories|Flex Pipes|Pipe Insulation|Plumbing Fixtures
PLM_MAT_TXT,Pipes|Pipe Fittings|Pipe Accessories|Flex Pipes|Pipe Insulation|Plumbing Fixtures
PLM_NOMINAL_DIA_MM,Pipes|Pipe Fittings|Pipe Accessories|Flex Pipes|Pipe Insulation|Plumbing Fixtures
PLM_PIPE_GRADIENT_PCT,Pipes|Pipe Fittings|Pipe Accessories|Flex Pipes|Pipe Insulation|Plumbing Fixtures
PLM_PIPE_INS_THK_MM,Pipes|Pipe Fittings|Pipe Accessories|Flex Pipes|Pipe Insulation|Plumbing Fixtures
PLM_PIPE_SERVICE_TXT,Pipes|Pipe Fittings|Pipe Accessories|Flex Pipes|Pipe Insulation|Plumbing Fixtures
PLM_POU_FILTER_BOOL,Pipes|Pipe Fittings|Pipe Accessories|Flex Pipes|Pipe Insulation|Plumbing Fixtures
PLM_PPE_COLOR_BS1710_TXT,Pipes|Pipe Fittings|Pipe Accessories|Flex Pipes|Pipe Insulation|Plumbing Fixtures
PLM_PPE_FAB_METHOD_TXT,Pipes|Pipe Fittings|Pipe Accessories|Flex Pipes|Pipe Insulation|Plumbing Fixtures
PLM_PPE_FLW_LPS,Pipes|Pipe Fittings|Pipe Accessories|Flex Pipes|Pipe Insulation|Plumbing Fixtures
PLM_PPE_GRADE_TXT,Pipes|Pipe Fittings|Pipe Accessories|Flex Pipes|Pipe Insulation|Plumbing Fixtures
PLM_PPE_HANGER_TYPE_TXT,Pipes|Pipe Fittings|Pipe Accessories|Flex Pipes|Pipe Insulation|Plumbing Fixtures
PLM_PPE_INSULATION_THK_MM,Pipes|Pipe Fittings|Pipe Accessories|Flex Pipes|Pipe Insulation|Plumbing Fixtures
PLM_PPE_INS_THK_MM,Pipes|Pipe Fittings|Pipe Accessories|Flex Pipes|Pipe Insulation|Plumbing Fixtures
PLM_PPE_INS_TYPE_TXT,Pipes|Pipe Fittings|Pipe Accessories|Flex Pipes|Pipe Insulation|Plumbing Fixtures
PLM_PPE_JOINT_TYPE_TXT,Pipes|Pipe Fittings|Pipe Accessories|Flex Pipes|Pipe Insulation|Plumbing Fixtures
PLM_PPE_LENGTH_M,Pipes|Pipe Fittings|Pipe Accessories|Flex Pipes|Pipe Insulation|Plumbing Fixtures
PLM_PPE_MAT_TXT,Pipes|Pipe Fittings|Pipe Accessories|Flex Pipes|Pipe Insulation|Plumbing Fixtures
PLM_PPE_NOMINAL_SZ_INCH_NR,Pipes|Pipe Fittings|Pipe Accessories|Flex Pipes|Pipe Insulation|Plumbing Fixtures
PLM_PPE_PROPERTY_TXT,Pipes|Pipe Fittings|Pipe Accessories|Flex Pipes|Pipe Insulation|Plumbing Fixtures
PLM_PPE_PSR_RATING_BAR,Pipes|Pipe Fittings|Pipe Accessories|Flex Pipes|Pipe Insulation|Plumbing Fixtures
PLM_PPE_SCHEDULE_TXT,Pipes|Pipe Fittings|Pipe Accessories|Flex Pipes|Pipe Insulation|Plumbing Fixtures
PLM_PPE_SHOP_DRAWING_REQ_BOOL,Pipes|Pipe Fittings|Pipe Accessories|Flex Pipes|Pipe Insulation|Plumbing Fixtures
PLM_PPE_STANDARD_TXT,Pipes|Pipe Fittings|Pipe Accessories|Flex Pipes|Pipe Insulation|Plumbing Fixtures
PLM_PPE_SUPPORTS_SPACING_MM,Pipes|Pipe Fittings|Pipe Accessories|Flex Pipes|Pipe Insulation|Plumbing Fixtures
PLM_PPE_SZ_INCH,Pipes|Pipe Fittings|Pipe Accessories|Flex Pipes|Pipe Insulation|Plumbing Fixtures
PLM_PPE_SZ_MM,Pipes|Pipe Fittings|Pipe Accessories|Flex Pipes|Pipe Insulation|Plumbing Fixtures
PLM_PPE_VELOCITY_CALC_MPS,Pipes|Pipe Fittings|Pipe Accessories|Flex Pipes|Pipe Insulation|Plumbing Fixtures
