# Parameter_Name,Categories(pipe)|<ALL>=universal
ELC_PNL_VLT_V,Electrical Equipment|Electrical Fixtures|Cable Trays|Cable Tray Fittings|Conduits|Conduit Fittings|Electrical Circuits
ELC_PWR_CIR_LOAD_TYPE_TXT,Electrical Equipment|Electrical Fixtures|Cable Trays|Cable Tray Fittings|Conduits|Conduit Fittings|Electrical Circuits
ELC_PWR_CONNECTED_LOAD_KW,Electrical Equipment|Electrical Fixtures|Cable Trays|Cable Tray Fittings|Conduits|Conduit Fittings|Electrical Circuits
ELC_PWR_KW,Electrical Equipment|Electrical Fixtures|Cable Trays|Cable Tray Fittings|Conduits|Conduit Fittings|Electrical Circuits
ELC_PWR_SPARE_01_TXT,Electrical Equipment|Electrical Fixtures|Cable Trays|Cable Tray Fittings|Conduits|Conduit Fittings|Electrical Circuits
ELC_PWR_SPARE_02_TXT,Electrical Equipment|Electrical Fixtures|Cable Trays|Cable Tray Fittings|Conduits|Conduit Fittings|Electrical Circuits
ELC_RECEPT_TYPE_TXT,Electrical Equipment|Electrical Fixtures|Cable Trays|Cable Tray Fittings|Conduits|Conduit Fittings|Electrical Circuits
ELC_RECONCILE_DRIFT_BOOL,Electrical Equipment|Electrical Fixtures|Cable Trays|Cable Tray Fittings|Conduits|Conduit Fittings|Electrical Circuits
ELC_SEL_COORD_OK,Electrical Equipment|Electrical Fixtures|Cable Trays|Cable Tray Fittings|Conduits|Conduit Fittings|Electrical Circuits
ELC_SEL_COORD_VERIFIED_BOOL,Electrical Equipment|Electrical Fixtures|Cable Trays|Cable Tray Fittings|Conduits|Conduit Fittings|Electrical Circuits
ELC_SPARE_WAYS_NR,Electrical Equipment|Electrical Fixtures|Cable Trays|Cable Tray Fittings|Conduits|Conduit Fittings|Electrical Circuits
ELC_TAG_7_PARA_CABLE_TXT,Electrical Equipment|Electrical Fixtures|Cable Trays|Cable Tray Fittings|Conduits|Conduit Fittings|Electrical Circuits
ELC_TAG_7_PARA_CIRCUIT_TXT,Electrical Equipment|Electrical Fixtures|Cable Trays|Cable Tray Fittings|Conduits|Conduit Fittings|Electrical Circuits
ELC_TAG_7_PARA_CIRC_TXT,Electrical Equipment|Electrical Fixtures|Cable Trays|Cable Tray Fittings|Conduits|Conduit Fittings|Electrical Circuits
ELC_TAG_7_PARA_COMM_TXT,Electrical Equipment|Electrical Fixtures|Cable Trays|Cable Tray Fittings|Conduits|Conduit Fittings|Electrical Circuits
ELC_TAG_7_PARA_CONDUIT_TXT,Electrical Equipment|Electrical Fixtures|Cable Trays|Cable Tray Fittings|Conduits|Conduit Fittings|Electrical Circuits
ELC_TAG_7_PARA_ELC_CONNECTORS_TXT,Electrical Equipment|Electrical Fixtures|Cable Trays|Cable Tray Fittings|Conduits|Conduit Fittings|Electrical Circuits
ELC_TAG_7_PARA_FAB_CONTAINMENT_TXT,Electrical Equipment|Electrical Fixtures|Cable Trays|Cable Tray Fittings|Conduits|Conduit Fittings|Electrical Circuits
ELC_TAG_7_PARA_FIXTURE_TXT,Electrical Equipment|Electrical Fixtures|Cable Trays|Cable Tray Fittings|Conduits|Conduit Fittings|Electrical Circuits
ELC_TAG_7_PARA_LPS_TXT,Electrical Equipment|Electrical Fixtures|Cable Trays|Cable Tray Fittings|Conduits|Conduit Fittings|Electrical Circuits
ELC_TAG_7_PARA_PANEL_TXT,Electrical Equipment|Electrical Fixtures|Cable Trays|Cable Tray Fittings|Conduits|Conduit Fittings|Electrical Circuits
ELC_TAG_7_PARA_TIEIN_TXT,Electrical Equipment|Electrical Fixtures|Cable Trays|Cable Tray Fittings|Conduits|Conduit Fittings|Electrical Circuits
ELC_TAG_7_PARA_TRAY_TXT,Electrical Equipment|Electrical Fixtures|Cable Trays|Cable Tray Fittings|Conduits|Conduit Fittings|Electrical Circuits
ELC_TRANSFER_LOAD_OK,Electrical Equipment|Electrical Fixtures|Cable Trays|Cable Tray Fittings|Conduits|Conduit Fittings|Electrical Circuits
ELC_UPS_REPLACE_DT,Electrical Equipment|Electrical Fixtures|Cable Trays|Cable Tray Fittings|Conduits|Conduit Fittings|Electrical Circuits
ELC_VLT_DROP_PCT,Electrical Equipment|Electrical Fixtures|Cable Trays|Cable Tray Fittings|Conduits|Conduit Fittings|Electrical Circuits
ELC_VLT_PRIMARY_RATING_V,Electrical Equipment|Electrical Fixtures|Cable Trays|Cable Tray Fittings|Conduits|Conduit Fittings|Electrical Circuits
ELC_VOLTAGE_V,Electrical Equipment|Electrical Fixtures|Cable Trays|Cable Tray Fittings|Conduits|Conduit Fittings|Electrical Circuits
ELC_WIRE_AMPACITY_A,Electrical Equipment|Electrical Fixtures|Cable Trays|Cable Tray Fittings|Conduits|Conduit Fittings|Electrical Circuits
ELC_WIRE_ANNOT_ANGLE_DEG,Electrical Equipment|Electrical Fixtures|Cable Trays|Cable Tray Fittings|Conduits|Conduit Fittings|Electrical Circuits
ELC_WIRE_ANNOT_COLOR_CODE_INT,Electrical Equipment|Electrical Fixtures|Cable Trays|Cable Tray Fittings|Conduits|Conduit Fittings|Electrical Circuits
ELC_WIRE_ANNOT_COMPACT_BOOL,Electrical Equipment|Electrical Fixtures|Cable Trays|Cable Tray Fittings|Conduits|Conduit Fittings|Electrical Circuits
ELC_WIRE_ANNOT_LINE_WEIGHT_INT,Electrical Equipment|Electrical Fixtures|Cable Trays|Cable Tray Fittings|Conduits|Conduit Fittings|Electrical Circuits
ELC_WIRE_ANNOT_OFFSET_MM,Electrical Equipment|Electrical Fixtures|Cable Trays|Cable Tray Fittings|Conduits|Conduit Fittings|Electrical Circuits
ELC_WIRE_ANNOT_SCALE_FACTOR,Electrical Equipment|Electrical Fixtures|Cable Trays|Cable Tray Fittings|Conduits|Conduit Fittings|Electrical Circuits
ELC_WIRE_ANNOT_SHOW_AMPACITY_BOOL,Electrical Equipment|Electrical Fixtures|Cable Trays|Cable Tray Fittings|Conduits|Conduit Fittings|Electrical Circuits
ELC_WIRE_ANNOT_SHOW_DIA_BOOL,Electrical Equipment|Electrical Fixtures|Cable Trays|Cable Tray Fittings|Conduits|Conduit Fittings|Electrical Circuits
ELC_WIRE_ANNOT_SHOW_FILL_BOOL,Electrical Equipment|Electrical Fixtures|Cable Trays|Cable Tray Fittings|Conduits|Conduit Fittings|Electrical Circuits
ELC_WIRE_ANNOT_SHOW_VD_BOOL,Electrical Equipment|Electrical Fixtures|Cable Trays|Cable Tray Fittings|Conduits|Conduit Fittings|Electrical Circuits
ELC_WIRE_ANNOT_SLASH_LEN_MM,Electrical Equipment|Electrical Fixtures|Cable Trays|Cable Tray Fittings|Conduits|Conduit Fittings|Electrical Circuits
ELC_WIRE_ANNOT_SPACING_MM,Electrical Equipment|Electrical Fixtures|Cable Trays|Cable Tray Fittings|Conduits|Conduit Fittings|Electrical Circuits
ELC_WIRE_ARMOURED_BOOL,Electrical Equipment|Electrical Fixtures|Cable Trays|Cable Tray Fittings|Conduits|Conduit Fittings|Electrical Circuits
ELC_WIRE_ARMOUR_CONT_OK_BOOL,Electrical Equipment|Electrical Fixtures|Cable Trays|Cable Tray Fittings|Conduits|Conduit Fittings|Electrical Circuits
ELC_WIRE_BEND_COUNT_INT,Electrical Equipment|Electrical Fixtures|Cable Trays|Cable Tray Fittings|Conduits|Conduit Fittings|Electrical Circuits
ELC_WIRE_CIRCUIT_BREAKER_A,Electrical Equipment|Electrical Fixtures|Cable Trays|Cable Tray Fittings|Conduits|Conduit Fittings|Electrical Circuits
ELC_WIRE_CIRCUIT_TYPE_TXT,Electrical Equipment|Electrical Fixtures|Cable Trays|Cable Tray Fittings|Conduits|Conduit Fittings|Electrical Circuits
ELC_WIRE_COND_MAT_TXT,Electrical Equipment|Electrical Fixtures|Cable Trays|Cable Tray Fittings|Conduits|Conduit Fittings|Electrical Circuits
ELC_WIRE_CORE_COUNT_INT,Electrical Equipment|Electrical Fixtures|Cable Trays|Cable Tray Fittings|Conduits|Conduit Fittings|Electrical Circuits
ELC_WIRE_CSA_MM2_NUM,Electrical Equipment|Electrical Fixtures|Cable Trays|Cable Tray Fittings|Conduits|Conduit Fittings|Electrical Circuits
ELC_WIRE_EARTH_CSA_MM2,Electrical Equipment|Electrical Fixtures|Cable Trays|Cable Tray Fittings|Conduits|Conduit Fittings|Electrical Circuits
ELC_WIRE_FIRE_RATED_BOOL,Electrical Equipment|Electrical Fixtures|Cable Trays|Cable Tray Fittings|Conduits|Conduit Fittings|Electrical Circuits
ELC_WIRE_INSTALL_METHOD_TXT,Electrical Equipment|Electrical Fixtures|Cable Trays|Cable Tray Fittings|Conduits|Conduit Fittings|Electrical Circuits
ELC_WIRE_MAX_DEMAND_A,Electrical Equipment|Electrical Fixtures|Cable Trays|Cable Tray Fittings|Conduits|Conduit Fittings|Electrical Circuits
ELC_WIRE_PHASE_TXT,Electrical Equipment|Electrical Fixtures|Cable Trays|Cable Tray Fittings|Conduits|Conduit Fittings|Electrical Circuits
ELC_WIRE_PROFILE_ID_TXT,Electrical Equipment|Electrical Fixtures|Cable Trays|Cable Tray Fittings|Conduits|Conduit Fittings|Electrical Circuits
ELC_WIRE_SHIELDED_BOOL,Electrical Equipment|Electrical Fixtures|Cable Trays|Cable Tray Fittings|Conduits|Conduit Fittings|Electrical Circuits
ELC_WIRE_SIZE_TXT,Electrical Equipment|Electrical Fixtures|Cable Trays|Cable Tray Fittings|Conduits|Conduit Fittings|Electrical Circuits
ELC_WIRE_VD_PCT_NUM,Electrical Equipment|Electrical Fixtures|Cable Trays|Cable Tray Fittings|Conduits|Conduit Fittings|Electrical Circuits
ENV_FAC_TAG_TXT,Curtain Panels|Curtain Wall Mullions|Generic Models|Walls
ENV_ROOF_TAG_TXT,Generic Models|Roofs
ENV_WIN_TAG_TXT,Generic Models|Windows
EV_CHARGER_CIRCUIT_REF,<ALL>
EV_CHARGER_KW,<ALL>
EV_CHARGER_TYPE_TXT,<ALL>
FAB_CONTAINMENT_D_MM,Ducts|Duct Fittings|Pipes|Pipe Fittings|Structural Framing|Cable Trays
FAB_CONTAINMENT_W_MM,Ducts|Duct Fittings|Pipes|Pipe Fittings|Structural Framing|Cable Trays
FAB_DCT_H_MM,Ducts|Duct Fittings|Pipes|Pipe Fittings|Structural Framing|Cable Trays
FAB_DCT_W_MM,Ducts|Duct Fittings|Pipes|Pipe Fittings|Structural Framing|Cable Trays
FAB_HANGER_LOAD_KN,Ducts|Duct Fittings|Pipes|Pipe Fittings|Structural Framing|Cable Trays
FAB_HANGER_TYPE_TXT,Ducts|Duct Fittings|Pipes|Pipe Fittings|Structural Framing|Cable Trays
FAB_PIPE_DN_MM,Ducts|Duct Fittings|Pipes|Pipe Fittings|Structural Framing|Cable Trays
FAB_STIFF_TYPE_TXT,Ducts|Duct Fittings|Pipes|Pipe Fittings|Structural Framing|Cable Trays
FIN_CEIL_TAG_TXT,Ceilings|Generic Models
FIN_FLR_TAG_TXT,Floors|Generic Models
FIN_WALL_TAG_TXT,Curtain Panels|Generic Models|Walls
FLS_ALARM_CIRCUIT_COUNT_NR,Sprinklers|Fire Alarm Devices
FLS_COMPARTMENT_ID_TXT,Sprinklers|Fire Alarm Devices
FLS_DETECTION_COST_UGX,Sprinklers|Fire Alarm Devices
FLS_DETECTOR_COUNT_NR,Sprinklers|Fire Alarm Devices
FLS_DEV_TAG,Sprinklers|Fire Alarm Devices
FLS_DEV_TAG_01_TXT,Sprinklers|Fire Alarm Devices
FLS_DEV_TAG_02_TXT,Sprinklers|Fire Alarm Devices
FLS_EVACUATION_TIME_MIN,Sprinklers|Fire Alarm Devices
FLS_EXIT_TRAVEL_DIST_M,Sprinklers|Fire Alarm Devices
FLS_LIFE_SFTY_SPARE_01_TXT,Sprinklers|Fire Alarm Devices
FLS_LIFE_SFTY_SPARE_02_TXT,Sprinklers|Fire Alarm Devices
FLS_PROT_CORROSION_PROT_LVL_NR,Sprinklers|Fire Alarm Devices
FLS_PROT_FLS_ESCAPE_STAIR_TXT,Sprinklers|Fire Alarm Devices
FLS_PROT_FLS_RESISTANCE_MINUTES_CALC,Sprinklers|Fire Alarm Devices
FLS_PROT_FLS_RESISTANCE_RATING_MINUTES_MIN,Sprinklers|Fire Alarm Devices
FLS_PROT_PRODUCT_TXT,Sprinklers|Fire Alarm Devices
FLS_PROT_SPRINKLER_HED_TYPE_TXT,Sprinklers|Fire Alarm Devices
FLS_PROT_WALL_THICKNESS_MM,Sprinklers|Fire Alarm Devices
FLS_SFTY_ADDR_TXT,Sprinklers|Fire Alarm Devices
FLS_SFTY_COVERAGE_AREA_SQ_M,Sprinklers|Fire Alarm Devices
FLS_SFTY_DEMAND_LPS,Sprinklers|Fire Alarm Devices
FLS_SFTY_DEV_ADDRESS_TXT,Sprinklers|Fire Alarm Devices
FLS_SFTY_DEV_DETECTOR_SENSITIVITY_TXT,Sprinklers|Fire Alarm Devices
FLS_SFTY_DEV_LOOP_02_TXT,Sprinklers|Fire Alarm Devices
FLS_SFTY_DEV_LOOP_TXT,Sprinklers|Fire Alarm Devices
FLS_SFTY_DEV_TYPE_TXT,Sprinklers|Fire Alarm Devices
FLS_SFTY_DEV_ZONE_TXT,Sprinklers|Fire Alarm Devices
FLS_SFTY_DURATION_MIN,Sprinklers|Fire Alarm Devices
FLS_SFTY_ESCAPE_WIDTH_MM,Sprinklers|Fire Alarm Devices
FLS_SFTY_FLW_RATE_LPM_NR,Sprinklers|Fire Alarm Devices
FLS_SFTY_HEADS_OPERATING_NR,Sprinklers|Fire Alarm Devices
FLS_SFTY_HEADS_PER_ZONE_NR,Sprinklers|Fire Alarm Devices
FLS_SFTY_K_FACTOR_NR,Sprinklers|Fire Alarm Devices
FLS_SFTY_LOOP_NR_TXT,Sprinklers|Fire Alarm Devices
FLS_SFTY_MAX_TRAVEL_DIST_M,Sprinklers|Fire Alarm Devices
FLS_SFTY_OCCUPANT_LOAD_NR,Sprinklers|Fire Alarm Devices
FLS_SFTY_OCC_FACTOR_M2_NR,Sprinklers|Fire Alarm Devices
FLS_SFTY_SEC_EXIT_SIGNAGE_BOOL,Sprinklers|Fire Alarm Devices
FLS_SFTY_TANK_VOLUME_L,Sprinklers|Fire Alarm Devices
FLS_SFTY_TEMP_RATING_C,Sprinklers|Fire Alarm Devices
FLS_SFTY_TRAVEL_DIST_CHECK_BOOL,Sprinklers|Fire Alarm Devices
FLS_SFTY_TRAVEL_DIST_M,Sprinklers|Fire Alarm Devices
FLS_SPRINKLER_COUNT_NR,Sprinklers|Fire Alarm Devices
FLS_SUPPRESSION_COST_UGX,Sprinklers|Fire Alarm Devices
FLS_SUPPRESSION_PIPE_LENGTH_M,Sprinklers|Fire Alarm Devices
FLS_TAG_7_PARA_DEVICE_TXT,Sprinklers|Fire Alarm Devices
FLS_TAG_7_PARA_FA_TXT,Sprinklers|Fire Alarm Devices
FLS_TAG_7_PARA_FIRE_PROT_TXT,Sprinklers|Fire Alarm Devices
FLS_TAG_7_PARA_SPR_TXT,Sprinklers|Fire Alarm Devices
FLS_TAG_7_PARA_TIEIN_TXT,Sprinklers|Fire Alarm Devices
FLS_TOTAL_DEMAND_LPM,Sprinklers|Fire Alarm Devices
FLT_CATEGORIES_TXT,Generic Models
FLT_CUT_PATTERN_TXT,Generic Models
FLT_LINE_COLOR_B_INT,Generic Models
FLT_LINE_COLOR_G_INT,Generic Models
FLT_LINE_COLOR_R_INT,Generic Models
FLT_LINE_WEIGHT_INT,Generic Models
FLT_NAME_TXT,Generic Models
FLT_RULES_TXT,Generic Models
FLT_STATUS_TXT,Generic Models
FLT_SURFACE_PATTERN_TXT,Generic Models
FLT_TRANSPARENCY_INT,Generic Models
FLT_USED_IN_TEMPLATES_TXT,Generic Models
FOUND_BEAR_UTIL_TXT,Structural Framing|Structural Columns|Structural Foundations|Structural Rebar|Floors
FOUND_SOIL_CLASS_TXT,Structural Framing|Structural Columns|Structural Foundations|Structural Rebar|Floors
FOUND_SUMMARY_TXT,Structural Framing|Structural Columns|Structural Foundations|Structural Rebar|Floors
GEN_HEIGHT_AT_MATURITY_M,<ALL>
GEN_ROAD_TYPE_TXT,<ALL>
GEN_SPECIES_TXT,<ALL>
GEN_TAG_7_PARA_EQUIP_TXT,<ALL>
GEN_TAG_7_PARA_MISC_TXT,<ALL>
GEN_TAG_7_PARA_SITE_TXT,<ALL>
HANDOVER_MODE_CUSTOM_BOOL,<ALL>
HANDOVER_MODE_DC_BOOL,<ALL>
HANDOVER_MODE_HANDOVER_BOOL,<ALL>
HEALTH_SCORE_DATE_TXT,Project Information
HEALTH_SCORE_LAST_NR,Project Information
HEALTH_SCORE_LAST_NR_DISP_TXT,Project Information
HVC_ACH_OUTSIDE_NR,Mechanical Equipment|Air Terminals|Ducts|Duct Fittings|Duct Accessories|Duct Insulation|Flex Ducts
HVC_AIRFLOW_LPS,Mechanical Equipment|Air Terminals|Ducts|Duct Fittings|Duct Accessories|Duct Insulation|Flex Ducts
HVC_AIR_CHANGES_PER_HR,Mechanical Equipment|Air Terminals|Ducts|Duct Fittings|Duct Accessories|Duct Insulation|Flex Ducts
HVC_BMS_CONTROL_TYPE_TXT,Mechanical Equipment|Air Terminals|Ducts|Duct Fittings|Duct Accessories|Duct Insulation|Flex Ducts
HVC_CAPACITY_KW,Mechanical Equipment|Air Terminals|Ducts|Duct Fittings|Duct Accessories|Duct Insulation|Flex Ducts
HVC_CAP_KW,Mechanical Equipment|Air Terminals|Ducts|Duct Fittings|Duct Accessories|Duct Insulation|Flex Ducts
HVC_CAP_TR,Mechanical Equipment|Air Terminals|Ducts|Duct Fittings|Duct Accessories|Duct Insulation|Flex Ducts
HVC_CONTROL_TYPE_TXT,Mechanical Equipment|Air Terminals|Ducts|Duct Fittings|Duct Accessories|Duct Insulation|Flex Ducts
HVC_DCT_EQUIVALENT_DIAMETER_IN,Mechanical Equipment|Air Terminals|Ducts|Duct Fittings|Duct Accessories|Duct Insulation|Flex Ducts
HVC_DCT_FAB_METHOD_TXT,Mechanical Equipment|Air Terminals|Ducts|Duct Fittings|Duct Accessories|Duct Insulation|Flex Ducts
HVC_DCT_FLW_CFM,Mechanical Equipment|Air Terminals|Ducts|Duct Fittings|Duct Accessories|Duct Insulation|Flex Ducts
HVC_DCT_HANGER_TYPE_TXT,Mechanical Equipment|Air Terminals|Ducts|Duct Fittings|Duct Accessories|Duct Insulation|Flex Ducts
HVC_DCT_HEIGHT_MM,Mechanical Equipment|Air Terminals|Ducts|Duct Fittings|Duct Accessories|Duct Insulation|Flex Ducts
HVC_DCT_INSULATION_THK_MM,Mechanical Equipment|Air Terminals|Ducts|Duct Fittings|Duct Accessories|Duct Insulation|Flex Ducts
HVC_DCT_INSULATION_THK_MM_DISP_TXT,Mechanical Equipment|Air Terminals|Ducts|Duct Fittings|Duct Accessories|Duct Insulation|Flex Ducts
HVC_DCT_LENGTH_M,Mechanical Equipment|Air Terminals|Ducts|Duct Fittings|Duct Accessories|Duct Insulation|Flex Ducts
HVC_DCT_MAT_TXT,Mechanical Equipment|Air Terminals|Ducts|Duct Fittings|Duct Accessories|Duct Insulation|Flex Ducts
HVC_DCT_PROPERTY_TXT,Mechanical Equipment|Air Terminals|Ducts|Duct Fittings|Duct Accessories|Duct Insulation|Flex Ducts
HVC_DCT_SEAM_TYPE_TXT,Mechanical Equipment|Air Terminals|Ducts|Duct Fittings|Duct Accessories|Duct Insulation|Flex Ducts
HVC_DCT_SHOP_DRAWING_REQ_BOOL,Mechanical Equipment|Air Terminals|Ducts|Duct Fittings|Duct Accessories|Duct Insulation|Flex Ducts
HVC_DCT_SOUNDLVL_DB,Mechanical Equipment|Air Terminals|Ducts|Duct Fittings|Duct Accessories|Duct Insulation|Flex Ducts
HVC_DCT_SUPPORTS_SPACING_MM,Mechanical Equipment|Air Terminals|Ducts|Duct Fittings|Duct Accessories|Duct Insulation|Flex Ducts
HVC_DCT_SZ_TXT,Mechanical Equipment|Air Terminals|Ducts|Duct Fittings|Duct Accessories|Duct Insulation|Flex Ducts
HVC_DCT_TAG,Mechanical Equipment|Air Terminals|Ducts|Duct Fittings|Duct Accessories|Duct Insulation|Flex Ducts
HVC_DCT_TAG_01_TXT,Mechanical Equipment|Air Terminals|Ducts|Duct Fittings|Duct Accessories|Duct Insulation|Flex Ducts
HVC_DCT_TAG_02_TXT,Mechanical Equipment|Air Terminals|Ducts|Duct Fittings|Duct Accessories|Duct Insulation|Flex Ducts
HVC_DCT_TAG_03_TXT,Mechanical Equipment|Air Terminals|Ducts|Duct Fittings|Duct Accessories|Duct Insulation|Flex Ducts
HVC_DCT_TERMINAL_SOUND_DB_NR,Mechanical Equipment|Air Terminals|Ducts|Duct Fittings|Duct Accessories|Duct Insulation|Flex Ducts
HVC_DCT_TERMINAL_SZ_TXT,Mechanical Equipment|Air Terminals|Ducts|Duct Fittings|Duct Accessories|Duct Insulation|Flex Ducts
HVC_DCT_TERMINAL_TYPE_SD_RG_EG_VAV_TXT,Mechanical Equipment|Air Terminals|Ducts|Duct Fittings|Duct Accessories|Duct Insulation|Flex Ducts
HVC_DCT_WIDTH_MM,Mechanical Equipment|Air Terminals|Ducts|Duct Fittings|Duct Accessories|Duct Insulation|Flex Ducts
HVC_DUCT_AREA_SQ_M,Mechanical Equipment|Air Terminals|Ducts|Duct Fittings|Duct Accessories|Duct Insulation|Flex Ducts
HVC_DUCT_CLASS_TXT,Mechanical Equipment|Air Terminals|Ducts|Duct Fittings|Duct Accessories|Duct Insulation|Flex Ducts
HVC_DUCT_FLOWRATE_M3H,Mechanical Equipment|Air Terminals|Ducts|Duct Fittings|Duct Accessories|Duct Insulation|Flex Ducts
HVC_DUCT_LINING_TXT,Mechanical Equipment|Air Terminals|Ducts|Duct Fittings|Duct Accessories|Duct Insulation|Flex Ducts
HVC_EFF_RATIO_NR,Mechanical Equipment|Air Terminals|Ducts|Duct Fittings|Duct Accessories|Duct Insulation|Flex Ducts
HVC_EQP_TAG,Mechanical Equipment|Air Terminals|Ducts|Duct Fittings|Duct Accessories|Duct Insulation|Flex Ducts
HVC_EQP_TAG_01_TXT,Mechanical Equipment|Air Terminals|Ducts|Duct Fittings|Duct Accessories|Duct Insulation|Flex Ducts
HVC_EQP_TAG_02_TXT,Mechanical Equipment|Air Terminals|Ducts|Duct Fittings|Duct Accessories|Duct Insulation|Flex Ducts
HVC_EQP_TAG_03_TXT,Mechanical Equipment|Air Terminals|Ducts|Duct Fittings|Duct Accessories|Duct Insulation|Flex Ducts
HVC_FACTORY_FLASH_TEST_DATE_TXT,Mechanical Equipment|Air Terminals|Ducts|Duct Fittings|Duct Accessories|Duct Insulation|Flex Ducts
HVC_FACTORY_QR_TXT,Mechanical Equipment|Air Terminals|Ducts|Duct Fittings|Duct Accessories|Duct Insulation|Flex Ducts
HVC_FLOW_LS,Mechanical Equipment|Air Terminals|Ducts|Duct Fittings|Duct Accessories|Duct Insulation|Flex Ducts
HVC_FLX_TAG,Mechanical Equipment|Air Terminals|Ducts|Duct Fittings|Duct Accessories|Duct Insulation|Flex Ducts
HVC_FLX_TAG_01_TXT,Mechanical Equipment|Air Terminals|Ducts|Duct Fittings|Duct Accessories|Duct Insulation|Flex Ducts
HVC_HED_M,Mechanical Equipment|Air Terminals|Ducts|Duct Fittings|Duct Accessories|Duct Insulation|Flex Ducts
HVC_HEPA_GRADE_TXT,Mechanical Equipment|Air Terminals|Ducts|Duct Fittings|Duct Accessories|Duct Insulation|Flex Ducts
HVC_HEPA_LAST_TST_DT,Mechanical Equipment|Air Terminals|Ducts|Duct Fittings|Duct Accessories|Duct Insulation|Flex Ducts
HVC_HEPA_REQ_BOOL,Mechanical Equipment|Air Terminals|Ducts|Duct Fittings|Duct Accessories|Duct Insulation|Flex Ducts
HVC_IDU_MOUNTING_TXT,Mechanical Equipment|Air Terminals|Ducts|Duct Fittings|Duct Accessories|Duct Insulation|Flex Ducts
HVC_INSULATION_TXT,Mechanical Equipment|Air Terminals|Ducts|Duct Fittings|Duct Accessories|Duct Insulation|Flex Ducts
HVC_INS_THICKNESS_MM,Mechanical Equipment|Air Terminals|Ducts|Duct Fittings|Duct Accessories|Duct Insulation|Flex Ducts
HVC_LOAD_SOURCE_TXT,Mechanical Equipment|Air Terminals|Ducts|Duct Fittings|Duct Accessories|Duct Insulation|Flex Ducts
HVC_LOAD_STALE_BOOL,Mechanical Equipment|Air Terminals|Ducts|Duct Fittings|Duct Accessories|Duct Insulation|Flex Ducts
HVC_LOAD_STALE_REASON_TXT,Mechanical Equipment|Air Terminals|Ducts|Duct Fittings|Duct Accessories|Duct Insulation|Flex Ducts
HVC_NC_CURVE_INT,Mechanical Equipment|Air Terminals|Ducts|Duct Fittings|Duct Accessories|Duct Insulation|Flex Ducts
HVC_NOISE_LEVEL_DB,Mechanical Equipment|Air Terminals|Ducts|Duct Fittings|Duct Accessories|Duct Insulation|Flex Ducts
HVC_OA_LS,Mechanical Equipment|Air Terminals|Ducts|Duct Fittings|Duct Accessories|Duct Insulation|Flex Ducts
HVC_PEAK_HOUR,Mechanical Equipment|Air Terminals|Ducts|Duct Fittings|Duct Accessories|Duct Insulation|Flex Ducts
HVC_PEAK_LAT_W,Mechanical Equipment|Air Terminals|Ducts|Duct Fittings|Duct Accessories|Duct Insulation|Flex Ducts
HVC_PEAK_SENS_W,Mechanical Equipment|Air Terminals|Ducts|Duct Fittings|Duct Accessories|Duct Insulation|Flex Ducts
HVC_PIPE_FLOWRATE_LPS,Mechanical Equipment|Air Terminals|Ducts|Duct Fittings|Duct Accessories|Duct Insulation|Flex Ducts
