# v2.3 | 20260227 | BIM Template mr_parameters
Revit_Category,Parameter_Name,Parameter_GUID,Data_Type,Group_Name,Binding_Type,Description,Has_Formula,Formula,Input_Parameters,Discipline,User_Modifiable,Hide_When_No_Value
Generic Models,FLS_ALARM_CIRCUIT_COUNT_NR,6959bec4-be0e-5120-a4d4-3e7720195b55,NUMBER,FLS_LIFE_SFTY,Type,Fls Alarm Circuit Count Nr [ISO 19650-1:2018],True,"if(ASS_ROOM_AREA_SQ_M <= 500, 1, if(ASS_ROOM_AREA_SQ_M <= 2000, 2, 4))",ASS_ROOM_AREA_SQ_M,FIRE,0,1
Generic Models,FLS_DETECTION_COST_UGX,329519d6-e473-54e3-ab24-0753b172baa9,CURRENCY,FLS_LIFE_SFTY,Type,Fls Detection Cost Ugx [ISO 19650-1:2018],True,FLS_DETECTOR_COUNT_NR * 280000 + (FLS_ALARM_CIRCUIT_COUNT_NR * 850000),"FLS_DETECTOR_COUNT_NR, FLS_ALARM_CIRCUIT_COUNT_NR",FIRE,0,1
Generic Models,FLS_DETECTOR_COUNT_NR,bc024757-f274-5834-a34e-1175dc263198,NUMBER,FLS_LIFE_SFTY,Type,Fls Detector Count Nr [ISO 19650-1:2018],True,ASS_ROOM_AREA_SQ_M / 36,ASS_ROOM_AREA_SQ_M,FIRE,0,1
Generic Models,FLS_EVACUATION_TIME_MIN,01b593ee-a8c1-5569-957e-1a30b01f2564,NUMBER,FLS_LIFE_SFTY,Type,Fls Evacuation Time Min [ISO 19650-1:2018],True,(FLS_EXIT_TRAVEL_DIST_M / 1.5) + 1.5,FLS_EXIT_TRAVEL_DIST_M,FIRE,0,1
Generic Models,FLS_EXIT_TRAVEL_DIST_M,b1db5751-dff6-5407-8243-246f754efd35,LENGTH,FLS_LIFE_SFTY,Type,Fls Exit Travel Dist M [ISO 19650-1:2018],True,ASS_ROOM_AREA_SQ_M ^ 0.5 * 1.5,ASS_ROOM_AREA_SQ_M,FIRE,0,1
Generic Models,FLS_PROT_FLS_RESISTANCE_MINUTES_CALC,1017f0fe-68c8-5d96-9e48-866fb330144d,NUMBER,FLS_LIFE_SFTY,Type,Fls Prot Fls Resistance Minutes Calc [ISO 19650-1:2018],True,"if(FLS_PROT_WALL_THICKNESS_MM >= 200, 120, if(FLS_PROT_WALL_THICKNESS_MM >= 140, 90, if(FLS_PROT_WALL_THICKNESS_MM >= 100, 60, 30)))",FLS_PROT_WALL_THICKNESS_MM,FIRE,0,1
Generic Models,FLS_PROT_WALL_THICKNESS_MM,ce9b5c7e-cf4c-5316-8f57-482a5155827b,LENGTH,FLS_LIFE_SFTY,Type,Fls Prot Wall Thickness Mm [ISO 19650-1:2018],False,,,FIRE,1,0
Generic Models,FLS_SFTY_DEMAND_LPS,bf1cfb0d-e2e4-516a-81d8-cecab400635b,NUMBER,FLS_LIFE_SFTY,Type,Fls Sfty Demand Lps [ISO 19650-1:2018],True,(FLS_SFTY_FLW_RATE_LPM_NR * FLS_SFTY_HEADS_OPERATING_NR) / 60,"FLS_SFTY_FLW_RATE_LPM_NR, FLS_SFTY_HEADS_OPERATING_NR",FIRE,0,1
Generic Models,FLS_SFTY_DURATION_MIN,18b920c6-5841-5289-a4bc-93546f4d4398,NUMBER,FLS_LIFE_SFTY,Type,Fls Sfty Duration Min [ISO 19650-1:2018],False,,,FIRE,1,0
Generic Models,FLS_SFTY_ESCAPE_WIDTH_MM,58a11596-8f8e-5465-b4e3-b5d3c13d6d48,LENGTH,FLS_LIFE_SFTY,Type,Fls Sfty Escape Width Mm [ISO 19650-1:2018],True,FLS_SFTY_OCCUPANT_LOAD_NR * 5,FLS_SFTY_OCCUPANT_LOAD_NR,FIRE,0,1
Generic Models,FLS_SFTY_HEADS_OPERATING_NR,c00d0115-19fe-535f-84be-53a01fb132b4,NUMBER,FLS_LIFE_SFTY,Type,Fls Sfty Heads Operating Nr [ISO 19650-1:2018],False,,,FIRE,1,0
Generic Models,FLS_SFTY_MAX_TRAVEL_DIST_M,e64d73a6-f162-5022-91e3-18b2387e180c,LENGTH,FLS_LIFE_SFTY,Type,Fls Sfty Max Travel Dist M [ISO 19650-1:2018],False,,,FIRE,1,0
Generic Models,FLS_SFTY_OCCUPANT_LOAD_NR,53e853d8-553f-5537-a191-28f4aa605103,NUMBER,FLS_LIFE_SFTY,Type,Fls Sfty Occupant Load Nr [ISO 19650-1:2018],True,ASS_ROOM_AREA_SQ_M / FLS_SFTY_OCC_FACTOR_M2_NR,"ASS_ROOM_AREA_SQ_M, FLS_SFTY_OCC_FACTOR_M2_NR",FIRE,0,1
Generic Models,FLS_SFTY_OCC_FACTOR_M2_NR,db99d172-9b70-5fb4-887e-3934a6b447f9,NUMBER,FLS_LIFE_SFTY,Type,Fls Sfty Occ Factor M2 Nr [ISO 19650-1:2018],False,,,FIRE,1,0
Generic Models,FLS_SFTY_TANK_VOLUME_L,1b9ff6eb-6e71-55c8-994e-eceea2af6faf,NUMBER,FLS_LIFE_SFTY,Type,Fls Sfty Tank Volume L [ISO 19650-1:2018],True,FLS_SFTY_DEMAND_LPS * FLS_SFTY_DURATION_MIN * 60,"FLS_SFTY_DEMAND_LPS, FLS_SFTY_DURATION_MIN",FIRE,0,1
Generic Models,FLS_SFTY_TRAVEL_DIST_CHECK_BOOL,8b4f73a7-e930-53f7-a77b-b5c8bad8f2ed,YESNO,FLS_LIFE_SFTY,Type,Fls Sfty Travel Dist Check Bool [ISO 19650-1:2018],True,"if(FLS_SFTY_TRAVEL_DIST_M <= FLS_SFTY_MAX_TRAVEL_DIST_M, 1, 0)","FLS_SFTY_TRAVEL_DIST_M, FLS_SFTY_MAX_TRAVEL_DIST_M",FIRE,0,0
Generic Models,FLS_SFTY_TRAVEL_DIST_M,cd6ef83c-e492-56ee-9bed-5b7d603aa242,LENGTH,FLS_LIFE_SFTY,Type,Fls Sfty Travel Dist M [ISO 19650-1:2018],False,,,FIRE,1,0
Generic Models,FLS_SPRINKLER_COUNT_NR,8f7b1530-f2c7-5d12-aead-45913c477491,NUMBER,FLS_LIFE_SFTY,Type,Fls Sprinkler Count Nr [ISO 19650-1:2018],True,ASS_ROOM_AREA_SQ_M / FLS_SFTY_COVERAGE_AREA_SQ_M,"ASS_ROOM_AREA_SQ_M, FLS_SFTY_COVERAGE_AREA_SQ_M",FIRE,0,1
Generic Models,FLS_SUPPRESSION_COST_UGX,7e8886bc-8499-5083-8700-4b5362c46fe7,CURRENCY,FLS_LIFE_SFTY,Type,Fls Suppression Cost Ugx [ISO 19650-1:2018],True,(FLS_SPRINKLER_COUNT_NR * 450000) + (FLS_SUPPRESSION_PIPE_LENGTH_M * 85000) + (FLS_ALARM_CIRCUIT_COUNT_NR * 1200000),"FLS_SPRINKLER_COUNT_NR, FLS_SUPPRESSION_PIPE_LENGTH_M, FLS_ALARM_CIRCUIT_COUNT_NR",FIRE,0,1
Generic Models,FLS_SUPPRESSION_PIPE_LENGTH_M,05e317b9-b680-52f3-8d1e-9ca5e503272f,LENGTH,FLS_LIFE_SFTY,Type,Fls Suppression Pipe Length M [ISO 19650-1:2018],True,ASS_ROOM_AREA_SQ_M ^ 0.5 * FLS_SPRINKLER_COUNT_NR * 0.8,"ASS_ROOM_AREA_SQ_M, FLS_SPRINKLER_COUNT_NR",FIRE,0,1
Generic Models,FLS_TOTAL_DEMAND_LPM,577f7ff9-1bd0-50e5-b2b1-53bae6686935,NUMBER,FLS_LIFE_SFTY,Type,Fls Total Demand Lpm [ISO 19650-1:2018],True,FLS_SPRINKLER_COUNT_NR * FLS_SFTY_FLW_RATE_LPM_NR * 0.25,"FLS_SPRINKLER_COUNT_NR, FLS_SFTY_FLW_RATE_LPM_NR",FIRE,0,1
Generic Models,HVC_AIR_CHANGES_PER_HR,600a0098-2b53-5ea4-8d48-5322b4dfb74c,NUMBER,HVC_SYSTEMS,Type,Hvc Air Changes Per Hr [ISO 19650-1:2018],True,HVC_DUCT_FLOWRATE_M3H / ASS_ROOM_VOLUME_CU_M,"HVC_DUCT_FLOWRATE_M3H, ASS_ROOM_VOLUME_CU_M",HVAC,0,1
Generic Models,HVC_HED_M,e1db732f-9834-50d1-80fd-ab6bd18fc5fc,LENGTH,HVC_SYSTEMS,Type,Hvc Hed M [ISO 19650-1:2018],False,,,HVAC,1,0
Generic Models,LTG_DESIGN_ILLUMINANCE_LUX,1b31f9e0-1966-565b-98cd-4d65906a44c7,NUMBER,LTG_CONTROLS,Type,Ltg Design Illuminance Lux [ISO 19650-1:2018],True,(CST_FIX_LUMEN_OUTPUT_LM * LTG_CLR_RENDERING_INDEX_NR / 100 * 0.8) / ASS_ROOM_AREA_SQ_M,"CST_FIX_LUMEN_OUTPUT_LM, LTG_CLR_RENDERING_INDEX_NR, ASS_ROOM_AREA_SQ_M",ELECTRICAL,0,1
Generic Models,LTG_POWER_DENSITY_W_M2,1debbca6-0b88-541d-b96e-59cd6126828b,POWER_DENSITY,LTG_CONTROLS,Type,Ltg Power Density W M2 [ISO 19650-1:2018],True,ELC_CKT_PWR_KW * 1000 / ASS_ROOM_AREA_SQ_M,"ELC_CKT_PWR_KW, ASS_ROOM_AREA_SQ_M",ELECTRICAL,0,1
Generic Models,PER_ACOUSTICS_RT60_CALC_SEC,7cfd8576-763f-5653-87b8-cafb0fc30d34,NUMBER,PER_SUST,Type,Per Acoustics Rt60 Calc Sec [ISO 19650-1:2018],True,0.161 * ASS_ROOM_VOLUME_CU_M / PER_ACOUSTICS_TOTAL_ABSORPTION_M2,"ASS_ROOM_VOLUME_CU_M, PER_ACOUSTICS_TOTAL_ABSORPTION_M2",SUSTAINABILITY,0,1
Generic Models,PER_ACOUSTICS_TOTAL_ABSORPTION_M2,3708b041-c7d6-572d-89ef-dc093fdc938a,NUMBER,PER_SUST,Type,Per Acoustics Total Absorption M2 [ISO 19650-1:2018],False,,,SUSTAINABILITY,1,0
Generic Models,PER_SUST_ANNUAL_ENERGY_KWH,3a2a2f59-8606-5368-803d-ba2d0c6ae1a8,NUMBER,PER_SUST,Type,Per Sust Annual Energy Kwh [ISO 19650-1:2018],False,,,SUSTAINABILITY,1,0
Generic Models,PER_SUST_ANNUAL_RAINFALL_MM,b2520e61-75ab-51c2-bba2-83bac2dd8d6b,LENGTH,PER_SUST,Type,Per Sust Annual Rainfall Mm [ISO 19650-1:2018],False,,,SUSTAINABILITY,1,0
Generic Models,PER_SUST_AVG_REFLECTANCE_NR,81be9a9d-8f3f-56be-a3c2-bd00b62b2514,NUMBER,PER_SUST,Type,Per Sust Avg Reflectance Nr [ISO 19650-1:2018],False,,,SUSTAINABILITY,1,0
Generic Models,PER_SUST_CARBON_FACTOR_KG_M2,9605e617-3594-5f1c-b1f9-98d1af3216f5,NUMBER,PER_SUST,Type,Per Sust Carbon Factor Kg M2 [ISO 19650-1:2018],False,,,SUSTAINABILITY,1,0
Generic Models,PER_SUST_DAYLIGHT_FACTOR_PCT,24f4614c-5b0d-5fa9-891a-de2493e4f000,NUMBER,PER_SUST,Type,Per Sust Daylight Factor Pct [ISO 19650-1:2018],True,(PER_SUST_GLAZING_AREA_SQ_M * PER_SUST_TRANSMITTANCE_NR * 0.5) / (ASS_ROOM_AREA_SQ_M * (1 - PER_SUST_AVG_REFLECTANCE_NR)) * 100,"PER_SUST_GLAZING_AREA_SQ_M, PER_SUST_TRANSMITTANCE_NR, ASS_ROOM_AREA_SQ_M, PER_SUST_AVG_REFLECTANCE_NR",SUSTAINABILITY,0,1
Generic Models,PER_SUST_EMBODIED_CARBON_KG,ed612809-4c14-5c13-a1a6-95dcd888e9fc,NUMBER,PER_SUST,Type,Per Sust Embodied Carbon Kg [ISO 19650-1:2018],True,BLE_ELE_AREA_SQ_M * PER_SUST_CARBON_FACTOR_KG_M2,"BLE_ELE_AREA_SQ_M, PER_SUST_CARBON_FACTOR_KG_M2",SUSTAINABILITY,0,1
Generic Models,PER_SUST_ENERGY_USE_KWH_M2,704b8b7a-44ec-53de-893a-71d465edd07b,NUMBER,PER_SUST,Type,Per Sust Energy Use Kwh M2 [ISO 19650-1:2018],True,PER_SUST_ANNUAL_ENERGY_KWH / ASS_ROOM_AREA_SQ_M,"PER_SUST_ANNUAL_ENERGY_KWH, ASS_ROOM_AREA_SQ_M",SUSTAINABILITY,0,1
Generic Models,PER_SUST_GLAZING_AREA_SQ_M,195c7851-156d-5d9a-84fe-37947aaa9023,AREA,PER_SUST,Type,Per Sust Glazing Area Sq M [ISO 19650-1:2018],False,,,SUSTAINABILITY,1,0
Generic Models,PER_SUST_NATURAL_VENT_AREA_SQ_M,b7a1a704-1490-52fb-9bbf-d6fd672275e7,AREA,PER_SUST,Type,Per Sust Natural Vent Area Sq M [ISO 19650-1:2018],True,ASS_ROOM_AREA_SQ_M * 0.05,ASS_ROOM_AREA_SQ_M,SUSTAINABILITY,0,1
Generic Models,PER_SUST_ROOF_AREA_SQ_M,f5479e68-9524-54f3-9c14-984f020fa1ed,AREA,PER_SUST,Type,Per Sust Roof Area Sq M [ISO 19650-1:2018],False,,,SUSTAINABILITY,1,0
Generic Models,PER_SUST_TRANSMITTANCE_NR,76b61168-bf90-505c-b4e1-83b96178012d,NUMBER,PER_SUST,Type,Per Sust Transmittance Nr [ISO 19650-1:2018],False,,,SUSTAINABILITY,1,0
Generic Models,PER_SUST_WATER_HARVEST_L,e5a703db-ad3a-5b0e-92e7-55286b17bcc4,NUMBER,PER_SUST,Type,Per Sust Water Harvest L [ISO 19650-1:2018],True,PER_SUST_ROOF_AREA_SQ_M * PER_SUST_ANNUAL_RAINFALL_MM * 0.8 / 1000,"PER_SUST_ROOF_AREA_SQ_M, PER_SUST_ANNUAL_RAINFALL_MM",SUSTAINABILITY,0,1
Generic Models,PER_THERM_CONDUCTIVITY_W_MK,b2f2d7a6-99dd-546c-9667-67ba3f3f86c1,NUMBER,PER_SUST,Type,Per Therm Conductivity W Mk [ISO 19650-1:2018],False,,,SUSTAINABILITY,1,0
Generic Models,PER_THERM_DELTA_T_K,876d1c56-894b-57ca-8aa8-ffd8ca610b4a,NUMBER,PER_SUST,Type,Per Therm Delta T K [ISO 19650-1:2018],False,,,SUSTAINABILITY,1,0
Generic Models,PER_THERM_HEAT_LOSS_W,a7ede437-6bdb-57a1-8764-cdc390bb4ff6,NUMBER,PER_SUST,Type,Per Therm Heat Loss W [ISO 19650-1:2018],True,PER_THERM_U_VALUE_W_M2K * BLE_ELE_AREA_SQ_M * PER_THERM_DELTA_T_K,"PER_THERM_U_VALUE_W_M2K, BLE_ELE_AREA_SQ_M, PER_THERM_DELTA_T_K",SUSTAINABILITY,0,1
Generic Models,PER_THERM_R_VALUE_CALC_M2K_W,b399dfdb-aaf8-5e13-8f2d-605e18eb2ff9,NUMBER,PER_SUST,Type,Per Therm R Value Calc M2K W [ISO 19650-1:2018],True,PER_THERM_THICKNESS_MM / (PER_THERM_CONDUCTIVITY_W_MK * 1000),"PER_THERM_THICKNESS_MM, PER_THERM_CONDUCTIVITY_W_MK",SUSTAINABILITY,0,1
Generic Models,PER_THERM_SOLAR_HEAT_GAIN_W,d7e32d4c-44ad-5845-9184-c63a6bee567d,NUMBER,PER_SUST,Type,Per Therm Solar Heat Gain W [ISO 19650-1:2018],True,BLE_ELE_AREA_SQ_M * PER_THERM_SOLAR_ABSORPTANCE_NR * PER_THERM_SOLAR_IRRADIANCE_W_M2,"BLE_ELE_AREA_SQ_M, PER_THERM_SOLAR_ABSORPTANCE_NR, PER_THERM_SOLAR_IRRADIANCE_W_M2",SUSTAINABILITY,0,1
Generic Models,PER_THERM_SOLAR_IRRADIANCE_W_M2,7be261c0-b083-5735-8427-a664e7c67253,NUMBER,PER_SUST,Type,Per Therm Solar Irradiance W M2 [ISO 19650-1:2018],False,,,SUSTAINABILITY,1,0
Generic Models,PER_THERM_THICKNESS_MM,b580d910-e7dc-5980-83a5-79e2067e4ae9,LENGTH,PER_SUST,Type,Per Therm Thickness Mm [ISO 19650-1:2018],False,,,SUSTAINABILITY,1,0
Generic Models,PER_THERM_U_VALUE_W_M2K,48bf8e30-c748-5a32-86f6-402f30502fcb,NUMBER,PER_SUST,Type,Per Therm U Value W M2K [ISO 19650-1:2018],True,1 / (0.13 + PER_THERM_R_VALUE_CALC_M2K_W + 0.04),PER_THERM_R_VALUE_CALC_M2K_W,SUSTAINABILITY,0,1
Generic Models,PLM_PPE_SZ_INCH,4e3628c9-1165-5f72-8289-11aaa613c0ea,NUMBER,PLM_DRN,Type,Plm Ppe Sz Inch [ISO 19650-1:2018],True,PLM_PPE_SZ_MM / 25.4,PLM_PPE_SZ_MM,PLUMBING,0,1
Generic Models,RGL_ACCESS_CLEAR_WIDTH_CHECK_BOOL,2de42300-5411-5009-9089-368cb409da5d,YESNO,RGL_CMPL,Type,Rgl Access Clear Width Check Bool [ISO 19650-1:2018],True,"if(RGL_ACCESS_CLEAR_WIDTH_MM >= 900, 1, 0)",RGL_ACCESS_CLEAR_WIDTH_MM,REGULATORY,0,0
Generic Models,RGL_ACCESS_RAMP_GRADIENT_CHECK_BOOL,c0848b34-9b80-5dcb-9070-faab589c294e,YESNO,RGL_CMPL,Type,Rgl Access Ramp Gradient Check Bool [ISO 19650-1:2018],True,"if(RGL_ACCESS_RAMP_RISE_MM / RGL_ACCESS_RAMP_LENGTH_MM <= 0.05, 1, 0)","RGL_ACCESS_RAMP_RISE_MM, RGL_ACCESS_RAMP_LENGTH_MM",REGULATORY,0,0
Generic Models,RGL_ACCESS_RAMP_LENGTH_MM,542b94d0-d5d5-5b77-8978-45130b954b1c,LENGTH,RGL_CMPL,Type,Rgl Access Ramp Length Mm [ISO 19650-1:2018],False,,,REGULATORY,1,0
Generic Models,RGL_ACCESS_RAMP_RISE_MM,d0f71cf9-b5a7-535a-8151-67be04144b50,LENGTH,RGL_CMPL,Type,Rgl Access Ramp Rise Mm [ISO 19650-1:2018],False,,,REGULATORY,1,0
Generic Models,RGL_ACCESS_THRESHOLD_CHECK_BOOL,a49d0a79-58c4-5148-af88-b560d09f7a19,YESNO,RGL_CMPL,Type,Rgl Access Threshold Check Bool [ISO 19650-1:2018],True,"if(RGL_ACCESS_THRESHOLD_HEIGHT_MM <= 13, 1, 0)",RGL_ACCESS_THRESHOLD_HEIGHT_MM,REGULATORY,0,0
Generic Models,RGL_ACCESS_TURNING_CHECK_BOOL,34e14443-f8d3-5e24-914c-273c83b0c502,YESNO,RGL_CMPL,Type,Rgl Access Turning Check Bool [ISO 19650-1:2018],True,"if(RGL_ACCESS_TURNING_RADIUS_MM >= 1500, 1, 0)",RGL_ACCESS_TURNING_RADIUS_MM,REGULATORY,0,0
Generic Models,RGL_BUILDING_FOOTPRINT_SQ_M,e9d4be02-e986-5857-9f37-c18e0ad40ae3,AREA,RGL_CMPL,Type,Rgl Building Footprint Sq M [ISO 19650-1:2018],False,,,REGULATORY,1,0
Generic Models,RGL_NATURAL_LIGHT_CHECK_BOOL,0a74f3c5-8d35-5224-bf1e-061a3b650d27,YESNO,RGL_CMPL,Type,Rgl Natural Light Check Bool [ISO 19650-1:2018],True,"if(RGL_NATURAL_LIGHT_RATIO_PCT >= 10, 1, 0)",RGL_NATURAL_LIGHT_RATIO_PCT,REGULATORY,0,0
Generic Models,RGL_NATURAL_LIGHT_RATIO_PCT,4f00be7a-0ce2-5602-9c41-446296a06f89,NUMBER,RGL_CMPL,Type,Rgl Natural Light Ratio Pct [ISO 19650-1:2018],True,(RGL_WINDOW_AREA_SQ_M / ASS_ROOM_AREA_SQ_M) * 100,"RGL_WINDOW_AREA_SQ_M, ASS_ROOM_AREA_SQ_M",REGULATORY,0,1
Generic Models,RGL_PARKING_PROVISION_M2_NR,e190924a-5fb1-5eb8-a4fe-4fa090ace1ce,NUMBER,RGL_CMPL,Type,Rgl Parking Provision M2 Nr [ISO 19650-1:2018],False,,,REGULATORY,1,0
Generic Models,RGL_PARKING_SPACES_REQ_NR,7d870714-b80e-5532-be9d-c976a19ba9d4,NUMBER,RGL_CMPL,Type,Rgl Parking Spaces Req Nr [ISO 19650-1:2018],True,RGL_TOTAL_FLOOR_AREA_SQ_M / RGL_PARKING_PROVISION_M2_NR,"RGL_TOTAL_FLOOR_AREA_SQ_M, RGL_PARKING_PROVISION_M2_NR",REGULATORY,0,1
Generic Models,RGL_PLOT_AREA_SQ_M,2eccb25f-19bb-5406-a2d9-05b60290d596,AREA,RGL_CMPL,Type,Rgl Plot Area Sq M [ISO 19650-1:2018],False,,,REGULATORY,1,0
Generic Models,RGL_PLOT_COVERAGE_PCT,8e694e43-204f-5ad0-a7b2-a47f02a12e58,NUMBER,RGL_CMPL,Type,Rgl Plot Coverage Pct [ISO 19650-1:2018],True,(RGL_BUILDING_FOOTPRINT_SQ_M / RGL_PLOT_AREA_SQ_M) * 100,"RGL_BUILDING_FOOTPRINT_SQ_M, RGL_PLOT_AREA_SQ_M",REGULATORY,0,1
Generic Models,RGL_PLOT_RATIO_NR,17e3cd6a-c0e5-5e17-8343-3e847f6356bc,NUMBER,RGL_CMPL,Type,Rgl Plot Ratio Nr [ISO 19650-1:2018],True,RGL_TOTAL_FLOOR_AREA_SQ_M / RGL_PLOT_AREA_SQ_M,"RGL_TOTAL_FLOOR_AREA_SQ_M, RGL_PLOT_AREA_SQ_M",REGULATORY,0,1
Generic Models,RGL_ROOM_HEIGHT_CHECK_BOOL,38538cde-cbf3-5b13-a735-078a3e86a291,YESNO,RGL_CMPL,Type,Rgl Room Height Check Bool [ISO 19650-1:2018],True,"if(BLE_CEILING_HEIGHT_MM >= 2700, 1, 0)",BLE_CEILING_HEIGHT_MM,REGULATORY,0,0
Generic Models,RGL_SETBACK_FRONT_CHECK_BOOL,e2b1241a-d727-542d-89dc-af6fbc749c65,YESNO,RGL_CMPL,Type,Rgl Setback Front Check Bool [ISO 19650-1:2018],True,"if(RGL_SETBACK_FRONT_M >= RGL_SETBACK_FRONT_MIN_M, 1, 0)","RGL_SETBACK_FRONT_M, RGL_SETBACK_FRONT_MIN_M",REGULATORY,0,0
Generic Models,RGL_SETBACK_FRONT_M,f7c5538a-ea59-50c2-aa89-ff3e9a12f2a6,LENGTH,RGL_CMPL,Type,Rgl Setback Front M [ISO 19650-1:2018],False,,,REGULATORY,1,0
Generic Models,RGL_SETBACK_FRONT_MIN_M,9664b607-3ba6-5767-b5a5-817543440fd8,LENGTH,RGL_CMPL,Type,Rgl Setback Front Min M [ISO 19650-1:2018],False,,,REGULATORY,1,0
Generic Models,RGL_TOTAL_FLOOR_AREA_SQ_M,e82820c5-b079-5870-9d54-ba05d2f405f7,AREA,RGL_CMPL,Type,Rgl Total Floor Area Sq M [ISO 19650-1:2018],False,,,REGULATORY,1,0
Generic Models,RGL_WINDOW_AREA_SQ_M,da35e856-3514-55f8-b002-6aadce4df5c7,AREA,RGL_CMPL,Type,Rgl Window Area Sq M [ISO 19650-1:2018],False,,,REGULATORY,1,0
Generic Models,PS_AMBIENT_SHADOWS_BOOL,eb10bd67-7b0f-5eb1-8461-235dcbe469d4,YESNO,TPL_TRACKING,Type,Ps Ambient Shadows Bool [ISO 19650-1:2018],False,,,TEMPLATE_METADATA,1,0
Generic Models,PS_BACKGROUND_TYPE_TXT,57c01355-fcde-5d21-a3d3-28d11454c3cc,TEXT,TPL_TRACKING,Type,Ps Background Type Txt [ISO 19650-1:2018],False,,,TEMPLATE_METADATA,1,0
Generic Models,PS_BEST_FOR_TXT,2de8fb85-6939-58f3-8bee-faa1118905b3,TEXT,TPL_TRACKING,Type,Ps Best For Txt [ISO 19650-1:2018],False,,,TEMPLATE_METADATA,1,0
Generic Models,PS_MOOD_TXT,6ef42159-c1ae-5218-9497-77b8ac854151,TEXT,TPL_TRACKING,Type,Ps Mood Txt [ISO 19650-1:2018],False,,,TEMPLATE_METADATA,1,0
Generic Models,PS_SHADOWS_BOOL,bec0b29b-9d94-5406-8de1-ca588be6443c,YESNO,TPL_TRACKING,Type,Ps Shadows Bool [ISO 19650-1:2018],False,,,TEMPLATE_METADATA,1,0
Generic Models,PS_SILHOUETTES_BOOL,f42904fc-daf3-57af-954a-e76e7fb9fd18,YESNO,TPL_TRACKING,Type,Ps Silhouettes Bool [ISO 19650-1:2018],False,,,TEMPLATE_METADATA,1,0
Generic Models,PS_SKETCHY_LINES_BOOL,7b152ba9-8d87-5b61-bd00-be7c0f639743,YESNO,TPL_TRACKING,Type,Ps Sketchy Lines Bool [ISO 19650-1:2018],False,,,TEMPLATE_METADATA,1,0
Generic Models,PS_STYLE_CATEGORY_TXT,3b40231f-81b9-5480-9f7c-8edcdf024f23,TEXT,TPL_TRACKING,Type,Ps Style Category Txt [ISO 19650-1:2018],False,,,TEMPLATE_METADATA,1,0
Generic Models,PS_STYLE_NAME_TXT,a3f8a353-cfa5-5fb4-9597-c33d5ffc8649,TEXT,TPL_TRACKING,Type,Ps Style Name Txt [ISO 19650-1:2018],False,,,TEMPLATE_METADATA,1,0
Generic Models,PS_VIEW_TYPE_TXT,74eee741-6091-5171-96f0-d807ffbd31a9,TEXT,TPL_TRACKING,Type,Ps View Type Txt [ISO 19650-1:2018],False,,,TEMPLATE_METADATA,1,0
Generic Models,PS_VISUAL_STYLE_TXT,e8ae8e23-0429-5a78-a230-a9f201ba600b,TEXT,TPL_TRACKING,Type,Ps Visual Style Txt [ISO 19650-1:2018],False,,,TEMPLATE_METADATA,1,0
Generic Models,PT_BACKGROUND_B_INT,87989564-bceb-5857-aef5-6e0cd9b00e64,INTEGER,TPL_TRACKING,Type,Pt Background B Int [ISO 19650-1:2018],False,,,TEMPLATE_METADATA,1,0
Generic Models,PT_BACKGROUND_G_INT,7f9977f6-88a1-57cc-b121-7fa17af6484e,INTEGER,TPL_TRACKING,Type,Pt Background G Int [ISO 19650-1:2018],False,,,TEMPLATE_METADATA,1,0
Generic Models,PT_BACKGROUND_R_INT,2c8358b2-bb5d-5a01-a82d-3bcdef7911bc,INTEGER,TPL_TRACKING,Type,Pt Background R Int [ISO 19650-1:2018],False,,,TEMPLATE_METADATA,1,0
Generic Models,PT_DETAIL_LEVEL_TXT,e6042c85-f2c4-5ebc-bf1c-136ccbecce45,TEXT,TPL_TRACKING,Type,Pt Detail Level Txt [ISO 19650-1:2018],False,,,TEMPLATE_METADATA,1,0
Generic Models,PT_PURPOSE_TXT,69c64190-1b78-5e89-9229-355bf5590422,TEXT,TPL_TRACKING,Type,Pt Purpose Txt [ISO 19650-1:2018],False,,,TEMPLATE_METADATA,1,0
Generic Models,PT_SCALE_TXT,ab8fbb42-d37e-57db-a90f-12a8fdfaff9c,TEXT,TPL_TRACKING,Type,Pt Scale Txt [ISO 19650-1:2018],False,,,TEMPLATE_METADATA,1,0
Generic Models,PT_SHADOWS_BOOL,be1fd100-da51-59bc-a7f9-c92c3d00a126,YESNO,TPL_TRACKING,Type,Pt Shadows Bool [ISO 19650-1:2018],False,,,TEMPLATE_METADATA,1,0
Generic Models,PT_STYLE_REFERENCE_TXT,73fd205e-c854-595d-8fb5-af7b672ccddc,TEXT,TPL_TRACKING,Type,Pt Style Reference Txt [ISO 19650-1:2018],False,,,TEMPLATE_METADATA,1,0
Generic Models,PT_TEMPLATE_NAME_TXT,4fa94248-14da-56fc-8a19-0efe493739e6,TEXT,TPL_TRACKING,Type,Pt Template Name Txt [ISO 19650-1:2018],False,,,TEMPLATE_METADATA,1,0
Generic Models,PT_VG_SCHEME_TXT,95b01292-bcd1-5e5b-b5c6-bb77cb86a2b9,TEXT,TPL_TRACKING,Type,Pt Vg Scheme Txt [ISO 19650-1:2018],False,,,TEMPLATE_METADATA,1,0
